Street Number,Street Name,Zip,Total GHG Emissions (MtCO2e),Primary Property Type - Self Selected,System Size (kW-DC),"Total System Cost, Before Incentives",Cost After All Incentives and Taxes,Break Even Point,Energy Production (kWh/yr),Savings Per Year,CO2 Emissions Reductions (lbs/yr),Trees Planted Equivalent
3915,1 AVENUE,11232,685.66,Other,525.11,2888105,954462,8,610390,120000,420257,1121
4000,1 AVENUE,11232,411.4,Warehouse (Unrefrigerated),296.22,1629210,508908,9,347952,60000,239567,639
4473,1 AVENUE,11232,110.65,Other,442.01,2431055,779531,17,524611,60000,361197,964
5301,1 AVENUE,11220,31.02,Warehouse (Unrefrigerated),330.58,1818190,572689,13,388313,60000,267355,713
5706,1 AVENUE,11220,379.13,Warehouse (Unrefrigerated),318.15,1749825,549616,8,377605,79297,259983,694
4723,10 AVENUE,11219,2341.56,Other,208.39,1146145,345874,8,242233,50869,166779,445
4801,10 AVENUE,11219,10006.42,Hospital (General Medical and Surgical),170.59,980893,290101,8,202469,42519,139401,372
4915,10 AVENUE,11219,3259.35,Hospital (General Medical and Surgical),103.25,593688,159420,7,120018,25204,82633,220
4802,10 AVENUE,11219,1629.46,Office,108.41,623358,169433,7,122037,25628,84023,224
317,100 STREET,11209,343.17,Multifamily Housing,44.09,264540,53173,6,51790,10876,35658,95
302,101 STREET,11209,185.48,Multifamily Housing,104.19,599093,161244,7,118561,24898,81630,218
343,101 STREET,11209,339.19,Multifamily Housing,71.52,429120,103878,7,81385,17091,56034,150
4520,12 AVENUE,11219,256.78,Multifamily Housing,32.03,208195,44033,6,37624,7901,25904,69
4611,12 AVENUE,11219,334.17,Multifamily Housing,43.74,262440,52750,6,50844,10677,35006,93
4711,12 AVENUE,11219,313.92,Multifamily Housing,49.86,299160,60131,6,58568,12299,40324,108
1,12 ST EXTENSION,11215,1526.02,Other,391.72,2154460,686180,15,445751,60000,306902,819
420,12 STREET,11215,304.58,Multifamily Housing,136.57,785278,224081,7,160421,33688,110450,295
438,12 STREET,11215,233.2,Multifamily Housing,18.23,127610,28138,7,21414,4497,14743,39
444,12 STREET,11215,297.17,Multifamily Housing,52.33,313980,65018,6,58267,12236,40117,107
3611,14 AVENUE,11218,1935.76,Other,363.56,1999580,633908,8,431501,90615,297090,793
4600,14 AVENUE,11219,225.46,Multifamily Housing,40.04,240240,48288,6,47523,9980,32719,87
4800,14 AVENUE,11219,70.42,Multifamily Housing,40.64,243840,49012,6,48235,10129,33210,89
4812,14 AVENUE,11219,453.18,Multifamily Housing,49.34,296040,59504,6,57957,12171,39904,106
5000,14 AVENUE,11219,242.42,K-12 School,41.32,247920,49832,6,46008,9662,31677,85
5001,14 AVENUE,11219,335.13,Multifamily Housing,39.35,255775,54096,6,46222,9707,31824,85
5301,14 AVENUE,11219,547.4,K-12 School,90.42,519915,134521,7,103998,21840,71603,191
5502,14 AVENUE,11219,292.87,Multifamily Housing,72.59,435540,106045,7,86155,18093,59318,158
5601,14 AVENUE,11219,293.44,Multifamily Housing,43.66,261960,52654,6,51285,10770,35310,94
4701,15 AVENUE,11219,305.64,Multifamily Housing,52.01,312060,64370,6,61729,12963,42501,113
4910,15 AVENUE,11219,126.06,Multifamily Housing,73.97,443820,108839,7,86888,18247,59823,160
5000,15 AVENUE,11219,129.38,Multifamily Housing,57.09,342540,74657,6,67060,14083,46171,123
5001,15 AVENUE,11219,374.62,Multifamily Housing,37.54,244010,51608,6,44096,9260,30360,81
5100,15 AVENUE,11219,435.36,Multifamily Housing,86.71,498583,127322,7,102914,21612,70857,189
5201,15 AVENUE,11219,400.84,Multifamily Housing,56.83,340980,74131,6,67450,14165,46440,124
5501,15 AVENUE,11219,304.29,Multifamily Housing,36.94,240110,50783,6,43391,9112,29875,80
5512,15 AVENUE,11219,279.9,Multifamily Housing,39.7,258050,54578,6,46633,9793,32107,86
5619,15 AVENUE,11219,232.35,Multifamily Housing,39.18,254670,53863,6,46981,9866,32347,86
5624,15 AVENUE,11219,273.74,Multifamily Housing,33.76,219440,46412,7,38830,8154,26734,71
5715,15 AVENUE,11219,328.61,Multifamily Housing,46.93,281580,56598,6,55700,11697,38350,102
6201,15 AVENUE,11219,889.41,Office,190.05,1092788,327866,8,225566,47369,155303,414
6101,16 AVENUE,11204,170.59,Education,105.4,606050,163592,7,123807,25999,85242,227
4910,17 AVENUE,11204,398.97,Multifamily Housing,39.18,254670,53863,6,46022,9665,31687,85
62,18 STREET,11232,257.93,Other,334.37,1839035,579724,13,392764,60000,270420,722
5110,19 AVENUE,11204,376.94,Senior Care Facility,31.78,206570,43690,6,36941,7758,25434,68
5120,19 AVENUE,11204,259.8,Multifamily Housing,45.64,273840,55042,6,53052,11141,36527,97
6801,19 AVENUE,11204,538.27,Multifamily Housing,67.25,403500,95231,6,79817,16762,54955,147
8023,19 AVENUE,11214,395.64,Multifamily Housing,37.89,246285,52089,6,44971,9444,30963,83
8201,19 AVENUE,11214,285.07,Multifamily Housing,35.13,228345,48295,6,41265,8666,28411,76
58,2 AVENUE,11215,536.92,Warehouse (Unrefrigerated),2046.52,10232600,3910622,25+,2428966,60000,1672355,4462
581,2 AVENUE,11232,2824.89,Other,874.76,4811180,1728500,18,1016825,120000,700089,1868
607,2 AVENUE,11232,2676.61,Other,556.45,3060475,1023841,9,646820,120000,445339,1188
639,2 AVENUE,11232,1095.66,Office,579.82,3189010,1075577,9,673985,120000,464042,1238
3913,2 AVENUE,11232,62.52,Warehouse (Unrefrigerated),162.84,936330,275061,8,193271,40587,133068,355
5112,2 AVENUE,11232,522.92,Warehouse (Unrefrigerated),294.16,1617880,505085,9,352731,60000,242857,648
5605,2 AVENUE,11220,364.74,Multifamily Housing,35.65,231725,49010,6,42312,8886,29132,78
5801,2 AVENUE,11220,595.84,Warehouse (Unrefrigerated),858.1,4719550,1691619,25+,1028958,60000,708443,1890
6301,2 AVENUE,11220,93.28,Self-Storage,90.07,517903,133842,7,101392,21292,69809,186
8800,20 AVENUE,11214,515.81,Multifamily Housing,44.09,264540,53173,6,51790,10876,35658,95
8831,20 AVENUE,11214,1185.22,Multifamily Housing,235.51,1295305,396215,8,279521,58699,192452,514
8635,21 AVENUE,11214,472.43,Multifamily Housing,79.31,475860,119653,7,92190,19360,63473,169
259,21 STREET,11215,238.87,Multifamily Housing,50.81,304860,61940,6,59062,12403,40664,109
6309,23 AVENUE,11204,276.11,Multifamily Housing,44.95,269700,54210,6,52250,10973,35974,96
290,24 STREET,11232,321.82,Storage/Shipping/Non-Refrigerated Warehouse,119.69,688218,191324,7,137664,28909,94782,253
8700,25 AVENUE,11214,609.87,Multifamily Housing,113.41,652108,179136,7,135991,28558,93631,250
8797,25 AVENUE,11214,369.21,Multifamily Housing,37.77,245505,51924,7,42980,9026,29592,79
95,29 STREET,11232,608.02,Other,839.5,4617250,1650443,25+,1006654,60000,693087,1849
30,3 AVENUE,11217,787.14,Multifamily Housing,38.23,248495,52557,7,43971,9234,30274,81
131,3 AVENUE,11217,1322.88,Multifamily Housing,179.97,1034828,308304,8,211400,44394,145550,388
312,3 AVENUE,11215,56.14,Self-Storage,133.13,765498,217406,7,159638,33524,109911,293
882,3 AVENUE,11232,2209.14,Other,388.36,2135980,679943,8,441928,92805,304269,812
892,3 AVENUE,11232,2729.39,Other,641.87,3530285,1212940,25,746112,60000,513702,1371
9902,3 AVENUE,11209,853.73,Multifamily Housing,110.83,637273,174130,7,132898,27908,91501,244
367,38 STREET,11232,71.05,Self-Storage,79.45,476700,119936,7,95269,20007,65593,175
1365,38 STREET,11218,227.98,Warehouse (Unrefrigerated),109.4,629050,171354,7,128506,26986,88477,236
341,39 STREET,11232,1279.26,Other,50.2,301200,60705,6,57124,11996,39330,105
343,4 AVENUE,11215,1119.59,Multifamily Housing,52.45,314700,65261,6,60968,12803,41977,112
725,4 AVENUE,11232,802.03,Multifamily Housing,52.27,313620,64897,6,58840,12356,40512,108
4502,4 AVENUE,11220,522.17,Multifamily Housing,99.1,569825,151366,7,115194,24191,79312,212
6925,4 AVENUE,11209,416.06,Multifamily Housing,28.33,184145,38947,6,32931,6915,22673,60
7101,4 AVENUE,11209,418.37,Multifamily Housing,37.63,244595,51732,6,43741,9186,30116,80
7201,4 AVENUE,11209,324.62,Multifamily Housing,62.69,376140,85997,6,75172,15786,51757,138
7401,4 AVENUE,11209,296.32,Multifamily Housing,42.28,253680,50990,6,50698,10647,34906,93
7501,4 AVENUE,11209,218.93,Multifamily Housing,41.42,248520,49953,6,48654,10217,33498,89
7609,4 AVENUE,11209,270.8,Multifamily Housing,53.39,320340,67165,6,63367,13307,43629,116
7825,4 AVENUE,11209,294.58,Multifamily Housing,39.96,259740,54935,6,46939,9857,32317,86
7914,4 AVENUE,11209,309.73,Multifamily Housing,24.54,159510,33736,7,28225,5927,19433,52
8002,4 AVENUE,11209,338.16,Multifamily Housing,35.39,230035,48652,6,41571,8730,28622,76
8024,4 AVENUE,11209,91.37,Multifamily Housing,32.89,213785,45216,6,38634,8113,26600,71
8105,4 AVENUE,11209,304.33,Multifamily Housing,35.31,229515,48542,6,41477,8710,28557,76
8201,4 AVENUE,11209,271.33,Multifamily Housing,35.05,227825,48185,6,41171,8646,28347,76
8215,4 AVENUE,11209,271.12,Multifamily Housing,38.84,252460,53395,6,46574,9780,32066,86
8415,4 AVENUE,11209,558.81,Multifamily Housing,62.52,375120,85653,6,73439,15422,50563,135
9602,4 AVENUE,11209,528.82,Multifamily Housing,59.5,357000,79538,6,70619,14830,48622,130
9921,4 AVENUE,11209,350.55,Multifamily Housing,53.39,320340,67165,6,63367,13307,43629,116
10015,4 AVENUE,11209,299.75,Multifamily Housing,89.9,516925,133512,7,104500,21945,71949,192
637,41 STREET,11232,186.89,Multifamily Housing,55.37,332220,71174,6,63007,13232,43381,116
970,41 STREET,11219,319.85,Multifamily Housing,38.66,251290,53148,6,46831,9834,32243,86
201,42 STREET,11232,141.22,Warehouse (Unrefrigerated),215.71,1186405,359462,7,256021,53764,176272,470
148,43 STREET,11232,369.58,Warehouse (Unrefrigerated),577.29,3175095,1069976,22,685172,60000,471744,1259
845,43 STREET,11232,349.55,Multifamily Housing,31.34,203710,43085,6,36813,7731,25346,68
405,44 STREET,11220,333.97,Multifamily Housing,36.94,240110,50783,6,43391,9112,29875,80
702,44 STREET,11220,192.98,Multifamily Housing,38.41,249665,52804,6,45588,9573,31388,84
201,46 STREET,11220,3.77,Warehouse (Unrefrigerated),77.5,465000,115988,7,91983,19316,63331,169
1753,47 STREET,11204,236.85,Multifamily Housing,32.38,210470,44514,6,37639,7904,25914,69
920,48 STREET,11219,2118.49,Medical Office,18.77,131390,28971,8,20900,4389,14390,38
1347,48 STREET,11219,275.16,Multifamily Housing,33.24,216060,45697,6,39045,8199,26883,72
1360,48 STREET,11219,253.89,Multifamily Housing,44.69,268140,53896,6,53588,11254,36896,98
1442,48 STREET,11219,69.18,Multifamily Housing,33.93,220545,46645,6,39856,8370,27441,73
1521,48 STREET,11219,356.64,Education,77.5,465000,115988,7,88190,18520,60719,162
864,49 STREET,11220,505.2,Multifamily Housing,50.55,303300,61414,6,59378,12469,40882,109
926,49 STREET,11219,512.64,Multifamily Housing,31.69,205985,43566,6,37224,7817,25629,68
984,49 STREET,11219,519.73,Multifamily Housing,48.31,289860,58262,6,56747,11917,39070,104
1455,49 STREET,11219,9.28,Multifamily Housing,33.67,218855,46288,6,39550,8306,27230,73
1528,49 STREET,11219,475.12,Multifamily Housing,41.25,247500,49748,6,47949,10069,33013,88
1042,50 STREET,11219,229.04,Multifamily Housing,29.45,191425,40486,6,34233,7189,23569,63
1329,50 STREET,11219,294.04,Multifamily Housing,36.6,237900,50316,6,42992,9028,29600,79
1037,51 STREET,11219,226.58,Multifamily Housing,23.33,151645,32073,7,26263,5515,18082,48
1320,51 STREET,11219,375.85,Multifamily Housing,60.03,360180,80611,6,69045,14499,47538,127
1347,51 STREET,11219,525.29,Multifamily Housing,40.04,240240,48288,6,47033,9877,32382,86
1364,51 STREET,11219,634.81,Multifamily Housing,46.84,281040,56489,6,55593,11675,38276,102
1425,51 STREET,11219,154.97,Multifamily Housing,33.41,217165,45930,6,39245,8241,27020,72
1451,52 STREET,11219,221.82,Multifamily Housing,50.29,301740,60887,6,59073,12405,40672,109
1840,52 STREET,11204,12.25,Multifamily Housing,17.05,119350,26317,7,19193,4031,13215,35
1850,52 STREET,11204,286.07,Multifamily Housing,42.86,257160,51689,6,48772,10242,33580,90
1865,52 STREET,11204,192.72,Multifamily Housing,14.92,104440,23029,7,16978,3565,11689,31
920,53 STREET,11219,353.06,Multifamily Housing,45.64,273840,55042,6,54169,11375,37296,100
1824,53 STREET,11204,265.99,K-12 School,42.63,255780,51412,6,49553,10406,34118,91
1440,54 STREET,11219,289.45,Multifamily Housing,55.37,332220,71174,6,65717,13801,45247,121
501,6 STREET,11215,604.08,Medical Office,37.65,244725,51759,7,43304,9094,29815,80
1690,60 STREET,11204,433.68,Education,35.65,231725,49010,7,40567,8519,27931,75
1462,62 STREET,11219,62.27,Multifamily Housing,170.59,980893,290101,8,204556,42957,140838,376
1638,63 STREET,11204,89.35,Other,188.41,1083358,324683,8,223619,46960,153963,411
2402,63 STREET,11204,236.7,Multifamily Housing,45.81,274860,55247,6,54371,11418,37435,100
701,64 STREET,11220,727.33,Office,213.81,1175955,355935,7,258998,54390,178322,476
2214,64 STREET,11204,209.19,Multifamily Housing,30.4,197600,41792,6,35709,7499,24586,66
260,65 STREET,11220,2188.59,Multifamily Housing,337.13,1854215,584848,13,371256,60000,255612,682
350,65 STREET,11220,1961.58,Multifamily Housing,287.01,1578555,491812,9,319574,60000,220029,587
1827,65 STREET,11204,424.94,Multifamily Housing,21.01,136565,28883,7,23908,5021,16461,44
2402,65 STREET,11204,452.97,Multifamily Housing,55.71,334260,71863,6,64758,13599,44586,119
1751,67 STREET,11204,449.11,Multifamily Housing,59.16,354960,78849,6,68768,14441,47347,126
880,68 STREET,11220,284.64,Multifamily Housing,53.48,320880,67347,6,64129,13467,44153,118
26,7 AVENUE,11217,910.03,Other,1.21,10285,2480,12,1377,289,948,3
269,7 AVENUE,11215,16565.39,Hospital (General Medical and Surgical),205.89,1132395,341233,8,234289,49201,161309,430
9216,7 AVENUE,11228,865.35,K-12 School,525.71,2891405,955791,8,623953,131030,429594,1146
168,7 STREET,11215,248.34,Other,136.06,782345,223091,7,161486,33912,111184,297
138,71 STREET,11209,294.37,Multifamily Housing,41.94,251640,50580,6,48751,10238,33565,90
130,72 STREET,11209,665.96,Multifamily Housing,90.93,522848,135511,7,105697,22196,72773,194
145,72 STREET,11209,276.04,Multifamily Housing,44.35,266100,53486,6,51553,10826,35494,95
190,72 STREET,11209,1635.89,Multifamily Housing,135.37,778378,221753,7,159011,33392,109480,292
1,74 STREET,11209,510.37,Multifamily Housing,85.42,491165,124818,7,100338,21071,69083,184
141,74 STREET,11209,377.1,Multifamily Housing,48.74,292440,58780,6,57848,12148,39829,106
252,74 STREET,11209,371.43,Multifamily Housing,54.94,329640,70304,6,65879,13835,45358,121
243,78 STREET,11209,273.88,Multifamily Housing,43.4,260400,52340,6,50448,10594,34734,93
2160,78 STREET,11214,289.66,Multifamily Housing,12.06,84420,18615,8,13281,2789,9144,24
255,79 STREET,11209,264.16,Multifamily Housing,38.06,247390,52323,6,44707,9388,30781,82
601,79 STREET,11209,646.72,Multifamily Housing,105.14,604555,163087,7,124788,26206,85917,229
90,8 AVENUE,11215,186.83,Multifamily Housing,22.73,147745,31248,7,25865,5432,17808,48
140,8 AVENUE,11215,354.81,Multifamily Housing,68.8,412800,98370,7,79973,16794,55062,147
1601,8 AVENUE,11215,766.98,Multifamily Housing,105.66,607545,164096,7,125405,26335,86342,230
6300,8 AVENUE,11220,860.95,Hospital (General Medical and Surgical),139.76,803620,230272,7,164168,34475,113030,302
901,80 STREET,11228,448.83,Multifamily Housing,60.39,362340,81340,6,69459,14586,47823,128
301,81 STREET,11209,246.5,Multifamily Housing,27.73,180245,38122,6,32233,6769,22193,59
1855,82 STREET,11214,94.18,Multifamily Housing,52.22,313320,64796,6,61340,12881,42233,113
2121,82 STREET,11214,243.35,Multifamily Housing,34.1,221650,46879,6,40055,8412,27578,74
2155,82 STREET,11214,451.98,Multifamily Housing,53.82,322920,68036,6,61902,12999,42620,114
1869,83 STREET,11214,351.12,Multifamily Housing,88.09,506518,130000,7,104552,21956,71985,192
1935,83 STREET,11214,245.19,Multifamily Housing,37.29,242385,51264,6,43802,9198,30158,80
2250,83 STREET,11214,418.1,Multifamily Housing,57.44,344640,75366,6,65363,13726,45003,120
461,84 STREET,11209,231.3,Multifamily Housing,37.72,245180,51856,6,43846,9208,30188,81
580,84 STREET,11209,325.01,Multifamily Housing,57.35,344100,75184,6,66664,13999,45898,122
2000,84 STREET,11214,505.04,Multifamily Housing,43.06,258360,51930,6,50053,10511,34462,92
2160,84 STREET,11214,236.85,Multifamily Housing,37.29,242385,51264,6,43802,9198,30158,80
2263,84 STREET,11214,262.31,Multifamily Housing,30.83,200395,42384,7,35460,7447,24414,65
565,85 STREET,11209,251.2,Multifamily Housing,56.23,337380,72916,6,66050,13871,45476,121
1864,85 STREET,11214,385.53,Multifamily Housing,50.12,300720,60543,6,58873,12363,40534,108 
345,86 STREET,11209,651.51,Multifamily Housing,53.65,321900,67691,6,63676,13372,43841,117
675,86 STREET,11228,303.22,Multifamily Housing,43.57,261420,52545,6,51179,10748,35237,94
4114,9 AVENUE,11232,397.05,Multifamily Housing,38.84,252460,53395,6,45623,9581,31412,84
4600,9 AVENUE,11220,790.56,Multifamily Housing,61.21,367260,83000,6,70402,14784,48472,129
5313,9 AVENUE,11220,424.37,Multifamily Housing,65.19,391140,91060,6,78968,16583,54370,145
124,9 STREET,11215,370.02,Other,90.68,521410,135026,7,97640,20504,67226,179
288,9 STREET,11215,1243.04,Multifamily Housing,117.11,673383,186317,8,131830,27684,90766,242
357,9 STREET,11215,579.16,Residence Hall/Dormitory,33.39,217035,45903,7,38404,8065,26441,71
691,92 STREET,11228,7851.93,Senior Care Facility,184.79,1062543,317658,8,217062,45583,149448,399
364,93 STREET,11209,227.43,Multifamily Housing,31.17,202605,42851,6,36995,7769,25471,68
450,95 STREET,11209,286.79,Multifamily Housing,53.04,318240,66456,6,62303,13084,42896,114
120,96 STREET,11209,372.67,Multifamily Housing,60.45,362700,81461,6,70267,14756,48379,129
302,96 STREET,11209,393.47,Multifamily Housing,111.17,639228,174789,7,131945,27708,90845,242
303,99 STREET,11209,246.43,Multifamily Housing,32.72,212680,44982,6,38034,7987,26187,70
85,ADAMS STREET,11201,429.7,Multifamily Housing,9,67500,15410,8,10241,2151,7051,19
107,ADAMS STREET,11201,1137.11,Other,52.1,312600,64553,6,59924,12584,41258,110
175,ADAMS STREET,11201,5466.92,Multifamily Housing,300.87,1654785,517540,8,357095,74990,245862,656
387,ADELPHI STREET,11238,76.68,Multifamily Housing,43.31,259860,52232,6,49284,10350,33932,91
440,ALBANY AVENUE,11213,384.6,Multifamily Housing,39.87,259155,54811,6,46833,9835,32245,86
647,ALBANY AVENUE,11203,479.23,Multifamily Housing,59.68,358080,79902,6,70103,14722,48266,129
102,ALBEMARLE ROAD,11218,249.36,Multifamily Housing,34.1,221650,46879,6,40055,8412,27578,74
114,ALBEMARLE ROAD,11218,295.06,Multifamily Housing,35.91,233415,49367,6,41742,8766,28740,77
414,ALBEMARLE ROAD,11218,204.76,Multifamily Housing,26.01,169065,35757,6,30871,6483,21255,57
415,ALBEMARLE ROAD,11218,354.32,Multifamily Housing,41.08,246480,49542,6,48254,10133,33223,89
1700,ALBEMARLE ROAD,11226,430.48,Multifamily Housing,66.13,396780,92963,6,78488,16483,54039,144
1701,ALBEMARLE ROAD,11226,596.49,Multifamily Housing,60.36,362160,81279,6,70163,14734,48307,129
1800,ALBEMARLE ROAD,11226,390.84,Multifamily Housing,90.5,520375,134677,7,106305,22324,73191,195
1904,ALBEMARLE ROAD,11226,338.59,Multifamily Housing,42.97,257820,51822,6,50474,10600,34752,93
1911,ALBEMARLE ROAD,11226,517.77,Multifamily Housing,43.14,258840,52027,6,49090,10309,33799,90
1916,ALBEMARLE ROAD,11226,684.92,Multifamily Housing,100.75,579313,154568,7,119578,25111,82330,220
2005,ALBEMARLE ROAD,11226,279.15,Multifamily Housing,33.33,216645,45820,6,38743,8136,26675,71
2101,ALBEMARLE ROAD,11226,498.73,Multifamily Housing,75.78,454680,112505,7,88087,18498,60648,162
2114,ALBEMARLE ROAD,11226,154.71,Multifamily Housing,33.84,219960,46522,6,39750,8347,27368,73
2207,ALBEMARLE ROAD,11226,104.98,Warehouse (Unrefrigerated),182.3,1048225,312826,8,202984,42627,139755,373
135,AMERSFORT PLACE,11210,213.83,Multifamily Housing,29.11,189215,40019,6,34194,7181,23543,63
100,APOLLO STREET,11222,375.36,Warehouse (Unrefrigerated),655.74,3606570,1243644,25,818400,60000,563472,1503
385,ARGYLE ROAD,11218,575.36,Multifamily Housing,34.79,226135,47828,6,40440,8492,27843,74
400,ARGYLE ROAD,11218,674.35,Multifamily Housing,106.95,614963,166600,7,125628,26382,86495,231
415,ARGYLE ROAD,11218,134.1,Multifamily Housing,103.25,593688,159420,7,122545,25734,84373,225
612,ARGYLE ROAD,11230,382.7,Multifamily Housing,55.2,331200,70830,6,64165,13475,44178,118
646,ARGYLE ROAD,11230,382.89,Multifamily Housing,66.56,399360,93834,7,77370,16248,53269,142
49,ASH STREET,11222,46.95,Warehouse (Unrefrigerated),329.2,1810600,570128,13,394748,60000,271786,725
122,ASHLAND PLACE,11201,908.92,Multifamily Housing,53.39,320340,67165,6,61407,12896,42279,113
161,ASHLAND PLACE,11201,1096.64,Other,140.1,805575,230932,8,159424,33479,109764,293
230,ASHLAND PLACE,11217,1381.93,Multifamily Housing,15.98,111860,24665,7,17989,3778,12385,33
124,ATLANTIC AVENUE,11201,133.19,Multifamily Housing,52.57,315420,65504,6,62394,13103,42959,115
423,ATLANTIC AVENUE,11217,460.49,Multifamily Housing,76.38,458280,113720,7,87850,18448,60485,161
625,ATLANTIC AVENUE,11217,3778.73,Mall (Strip Mall and Enclosed),832.44,4578420,1634814,25+,947261,60000,652194,1740
728,ATLANTIC AVENUE,11217,79.05,Self-Storage,62.09,372540,84782,6,72933,15316,50215,134
892,ATLANTIC AVENUE,11238,146.77,Self-Storage,42.63,255780,51412,6,50075,10516,34477,92
984,ATLANTIC AVENUE,11238,79.39,Other,119.87,689253,191673,7,142271,29877,97954,261
1892,ATLANTIC AVENUE,11233,90.79,Other,169.81,976408,288588,8,197388,41451,135903,363
2887,ATLANTIC AVENUE,11207,84.82,Self-Storage,139.95,804713,230641,7,167816,35241,115542,308
2941,ATLANTIC AVENUE,11207,70.53,Self-Storage,73.37,440220,107624,7,87979,18476,60574,162
3329,ATLANTIC AVENUE,11208,123.81,Warehouse (Unrefrigerated),73.63,441780,108151,7,89192,18730,61409,164
615,AVENUE C,11218,495.89,Senior Care Facility,43.34,260040,52268,6,51439,10802,35416,94
4710,AVENUE D,11203,335.53,Multifamily Housing,31.52,204880,43332,7,36253,7613,24961,67
10203,AVENUE D,11236,802.94,Other,1379.5,6897500,2568244,25+,1654175,60000,1138908,3039
420,AVENUE F,11218,554.76,Multifamily Housing,38.84,252460,53395,7,44673,9381,30757,82
800,AVENUE H,11230,349.62,Multifamily Housing,54.51,327060,69433,6,64030,13446,44085,118
900,AVENUE H,11230,373.95,Multifamily Housing,52.36,314160,65079,6,60863,12781,41905,112
901,AVENUE H,11230,455.01,Multifamily Housing,68.2,409200,97155,7,80110,16823,55156,147
1002,AVENUE H,11230,327.43,Multifamily Housing,49.17,295020,59299,6,57757,12129,39766,106
3210,AVENUE H,11210,99.2,Office,60.36,362160,81279,6,70163,14734,48307,129
3215,AVENUE H,11210,1218.49,Multifamily Housing,92.24,530380,138053,7,107220,22516,73822,197
3220,AVENUE H,11210,150.39,Multifamily Housing,55.8,334800,72045,6,64179,13478,44188,118
3413,AVENUE H,11210,2.01,Office,38.84,252460,53395,6,46098,9681,31739,85
1601,AVENUE I,11230,1607.81,Multifamily Housing,122.02,701615,195845,7,143330,30099,98683,263
1602,AVENUE I,11230,618.38,Multifamily Housing,110.39,634743,173276,7,131019,27514,90207,241
2901,AVENUE I,11210,237.54,Multifamily Housing,36.17,235105,49725,6,42044,8829,28948,77
3021,AVENUE I,11210,395.03,Multifamily Housing,85.68,492660,125323,7,100643,21135,69293,185
3101,AVENUE I,11210,110061.38,Multifamily Housing,75.86,455160,112667,7,89108,18713,61351,164
3115,AVENUE I,11210,352.61,Multifamily Housing,78.45,470700,117911,7,92151,19352,63446,169
1013,AVENUE J,11230,766.11,Multifamily Housing,86.55,497663,127011,7,103783,21794,71455,191
1014,AVENUE J,11230,469.01,Multifamily Housing,33.39,217035,45903,7,38404,8065,26441,71
3401,AVENUE J,11210,473.18,Multifamily Housing,41.42,248520,49953,6,48654,10217,33498,89
1102,AVENUE K,11230,268.15,Multifamily Housing,51.06,306360,62447,6,58728,12333,40434,108
1201,AVENUE K,11230,308.26,Multifamily Housing,52.53,315180,65423,6,61061,12823,42041,112
1402,AVENUE K,11230,442.28,Multifamily Housing,58.13,348780,76763,6,67571,14190,46523,124
1417,AVENUE K,11230,116.53,Multifamily Housing,63.64,381840,87921,6,74754,15698,51469,137
1916,AVENUE K,11230,298.03,Multifamily Housing,38.92,252980,53505,6,45241,9501,31148,83
1921,AVENUE K,11230,60.08,Multifamily Housing,34.01,221065,46755,6,39950,8389,27505,73
4200,AVENUE K,11210,508.28,Multifamily Housing,65.88,395280,92457,7,77385,16251,53280,142
4211,AVENUE K,11210,584.51,Multifamily Housing,42.15,252900,50833,6,47964,10072,33023,88
2005,AVENUE L,11210,207.08,Multifamily Housing,45.94,275640,55404,6,53963,11332,37154,99
1122,AVENUE N,11230,406.86,Multifamily Housing,72.94,437640,106754,7,84786,17805,58375,156
1215,AVENUE N,11230,298.4,Multifamily Housing,35.31,229515,48542,6,41044,8619,28259,75
1701,AVENUE N,11230,415.83,Multifamily Housing,72.51,435060,105883,7,85173,17886,58642,156
1801,AVENUE N,11230,284.66,Multifamily Housing,46.07,276420,55560,6,53552,11246,36871,98
1810,AVENUE N,11230,223.88,Multifamily Housing,42.97,257820,51822,6,50474,10600,34752,93
1814,AVENUE N,11230,235.69,Multifamily Housing,42.97,257820,51822,6,51000,10710,35114,94
1901,AVENUE N,11230,545.42,Multifamily Housing,44.86,269160,54101,6,52694,11066,36280,97
1219,AVENUE O,11230,468.63,Multifamily Housing,58.04,348240,76581,6,68176,14317,46940,125
1415,AVENUE O,11230,323.8,Multifamily Housing,52.44,314640,65241,6,61598,12936,42411,113
2607,AVENUE O,11210,326.94,Multifamily Housing,37.2,241800,51141,7,42331,8890,29145,78
10,AVENUE P,11204,353.01,Multifamily Housing,52.01,312060,64370,6,61093,12830,42063,112
80,AVENUE P,11204,455.78,Multifamily Housing,88.92,511290,131610,7,103361,21706,71165,190
130,AVENUE P,11204,354.41,Multifamily Housing,53.65,321900,67691,6,62363,13096,42937,115
135,AVENUE P,11204,310.89,Multifamily Housing,39.18,254670,53863,6,45543,9564,31357,84
209,AVENUE P,11204,314.53,Multifamily Housing,45.29,271740,54620,6,53754,11288,37010,99
1610,AVENUE P,11229,555.22,Multifamily Housing,79.57,477420,120179,7,93466,19628,64352,172
1901,AVENUE P,11229,363.71,Multifamily Housing,46.33,277980,55874,6,54421,11428,37469,100
2001,AVENUE P,11229,232.32,Multifamily Housing,33.24,216060,45697,6,38638,8114,26603,71
1205,AVENUE R,11229,233.09,Multifamily Housing,40.47,242820,48807,6,47043,9879,32389,86
1225,AVENUE R,11229,248.77,Multifamily Housing,58.64,351840,77796,6,68881,14465,47425,127
