Street Number,Street Name,Zip,Total GHG Emissions (MtCO2e),Primary Property Type - Self Selected,System Size (kW-DC),"Total System Cost, Before Incentives",Cost After All Incentives and Taxes,Break Even Point,Energy Production (kWh/yr),Savings Per Year,CO2 Emissions Reductions (lbs/yr),Trees Planted Equivalent
290,EMPIRE BOULEVARD,11225,92.28,Multifamily Housing,48.65,291900,58672,6,57146,12001,39345,105
320,EMPIRE BOULEVARD,11225,326.82,Multifamily Housing,53.82,322920,68036,6,63878,13414,43980,117
580,EMPIRE BOULEVARD,11225,259.23,Multifamily Housing,47.79,286740,57635,6,56721,11911,39053,104
675,EMPIRE BOULEVARD,11213,349.79,Multifamily Housing,52.53,315180,65423,6,61704,12958,42483,113
701,EMPIRE BOULEVARD,11213,419.25,Multifamily Housing,39.44,256360,54220,7,44880,9425,30900,82
740,EMPIRE BOULEVARD,11213,469.18,Multifamily Housing,55.71,334260,71863,6,64758,13599,44586,119
770,EMPIRE BOULEVARD,11213,404.17,Multifamily Housing,61.31,367860,83203,6,71267,14966,49068,131
853,EMPIRE BOULEVARD,11213,20.18,Multifamily Housing,83.61,480758,121306,7,98212,20624,67619,180
889,EMPIRE BOULEVARD,11213,246.27,Multifamily Housing,47.62,285720,57430,6,55936,11747,38512,103
185,ERASMUS STREET,11226,396.37,Multifamily Housing,60.97,365820,82514,6,72364,15196,49823,133
80,EVERGREEN AVENUE,11206,395.48,Warehouse (Unrefrigerated),535.44,2944920,977330,8,642052,134831,442056,1180
95,EVERGREEN AVENUE,11206,328.46,Other,121.5,698625,194836,7,142719,29971,98263,262
105,EVERGREEN AVENUE,11206,124.68,Warehouse (Unrefrigerated),390.08,2145440,683136,15,477295,60000,328620,877
229,EVERGREEN AVENUE,11221,1142.05,Senior Care Facility,42.86,257160,51689,6,48772,10242,33580,90
751,EVERGREEN AVENUE,11207,222.4,Multifamily Housing,67.84,407040,96426,7,78027,16386,53722,143
45,FALMOUTH STREET,11235,312.91,Multifamily Housing,18,126000,27783,7,20703,4348,14254,38
10237,FARRAGUT ROAD,11236,419.04,Warehouse (Unrefrigerated),1214.69,6073450,2236564,25+,1486275,60000,1023307,2730
130,FENIMORE STREET,11225,378.51,Multifamily Housing,58.56,351360,77634,6,68787,14445,47360,126
743,FENIMORE STREET,11203,400.45,Multifamily Housing,44.26,265560,53378,6,51448,10804,35422,95
37,FLATBUSH AVENUE,11217,138.11,Self-Storage,112.96,649520,178263,7,128541,26994,88501,236
38,FLATBUSH AVENUE,11217,2471.74,Office,144.75,832313,239956,8,168258,35334,115846,309
139,FLATBUSH AVENUE,11217,8923.71,Office,383.54,2109470,670996,15,427057,60000,294031,785
479,FLATBUSH AVENUE,11225,289.13,Retail,207.87,1143285,344909,8,236542,49674,162860,435
552,FLATBUSH AVENUE,11225,269.03,Multifamily Housing,42.37,254220,51098,6,49770,10452,34267,91
580,FLATBUSH AVENUE,11225,1145.87,Multifamily Housing,92,529000,137588,7,109193,22930,75180,201
590,FLATBUSH AVENUE,11225,1557.81,Multifamily Housing,128.35,738013,208129,7,152336,31990,104884,280
620,FLATBUSH AVENUE,11225,275.99,Multifamily Housing,34.62,225030,47594,6,41090,8629,28290,75
973,FLATBUSH AVENUE,11226,255.46,House of Worship,162.21,932708,273839,8,194508,40847,133920,357
1007,FLATBUSH AVENUE,11226,2678.05,Office,599.77,3298735,1119741,23,704514,60000,485061,1294
1655,FLATBUSH AVENUE,11210,4067.74,Multifamily Housing,138.38,795685,227594,7,162547,34135,111914,299
340,FLATBUSH AVENUE EXT,11201,514.97,Office,745.64,4101020,1442661,25+,839365,60000,577907,1542
395,FLATBUSH AVENUE EXT,11201,4025.97,Office,192.29,1105668,332213,8,214107,44963,147414,393
930,FLUSHING AVENUE,11206,638.57,Warehouse (Unrefrigerated),1528.22,7641100,2867543,25+,1851206,60000,1274564,3401
1300,FLUSHING AVENUE,11237,115.13,Warehouse (Unrefrigerated),81.12,466440,116474,7,94294,19802,64922,173
10,FORREST STREET,11206,525.54,Multifamily Housing,58.99,353940,78505,6,68570,14400,47211,126
635,FOSTER AVENUE,11230,365.37,Senior Care Facility,33.5,217750,46054,6,39350,8264,27093,72
1002,FOSTER AVENUE,11230,583.81,Multifamily Housing,62.17,373020,84944,6,74549,15655,51327,137
1119,FOSTER AVENUE,11230,310.25,Multifamily Housing,40.14,240840,48409,6,46168,9695,31787,85
1815,FOSTER AVENUE,11230,306.69,Multifamily Housing,45.21,271260,54523,6,54212,11384,37325,100
2720,FOSTER AVENUE,11210,280.42,Multifamily Housing,28.89,187785,39717,7,32875,6904,22635,60
3101,FOSTER AVENUE,11210,1051.05,Multifamily Housing,80.86,464945,115969,7,93992,19738,64714,173
3202,FOSTER AVENUE,11210,2111.04,Multifamily Housing,162.66,935295,274712,8,189077,39706,130180,347
3505,FOSTER AVENUE,11203,3222.76,Multifamily Housing,218.38,1201090,364418,8,251174,52746,172934,461
10110,FOSTER AVENUE,11236,1599.38,Warehouse (Unrefrigerated),2660.32,13301600,5145894,25+,3255124,60000,2241169,5980
10300,FOSTER AVENUE,11236,664.49,Warehouse (Unrefrigerated),2643.96,13219800,5112970,25+,3267457,60000,2249660,6003
180,FRANKLIN STREET,11222,414.26,Multifamily Housing,29.62,192530,40720,7,33343,7002,22957,61
230,FRANKLIN STREET,11222,260.15,Multifamily Housing,343.84,1891120,597303,13,408095,60000,280976,750
1426,FREEPORT LOOP,11239,82561.06,Multifamily Housing,137.35,789763,225595,8,154614,32469,106453,284
57,FRONT STREET,11201,315.18,Multifamily Housing,2.96,25160,6067,12,3441,723,2369,6
75,FRONT STREET,11201,2026.01,Office,221.65,1219075,370488,8,257647,54106,177391,473
84,FRONT STREET,11201,413.84,Multifamily Housing,6.29,47175,10770,8,7004,1471,4822,13
4112,FT HAMILTON PARKWAY,11219,278.89,Multifamily Housing,34.57,224705,47525,7,39761,8350,27376,73
8502,FT HAMILTON PARKWAY,11209,276.92,Multifamily Housing,49.43,296580,59613,6,59272,12447,40809,109
8523,FT HAMILTON PARKWAY,11209,438.54,Multifamily Housing,47.45,284700,57225,6,56317,11827,38775,103
8602,FT HAMILTON PARKWAY,11209,328.84,Multifamily Housing,46.67,280020,56284,6,55392,11632,38137,102
9031,FT HAMILTON PARKWAY,11209,372.36,Multifamily Housing,43.57,261420,52545,6,52245,10972,35971,96
9040,FT HAMILTON PARKWAY,11209,372.23,Multifamily Housing,45.21,271260,54523,6,53105,11152,36563,98
380,FULTON STREET,11201,325.86,Retail,8.18,61350,14006,8,9208,1934,6340,17
422,FULTON STREET,11201,7384.45,Retail,156.81,901658,263360,8,174602,36666,120214,321
1320,FULTON STREET,11216,281.99,Multifamily Housing,38.15,247975,52447,6,44346,9313,30532,81
1660,FULTON STREET,11213,902.86,Multifamily Housing,166.37,956628,281912,8,197461,41467,135953,363
24,FURMAN AVENUE,11207,343.2,Multifamily Housing,27.13,176345,37297,6,31868,6692,21941,59
51,FURMAN STREET,11201,1444.61,Office,118.58,681835,189169,8,132034,27727,90906,243
360,FURMAN STREET,11201,3683.58,Multifamily Housing,263.16,1447380,447541,8,305898,60000,210613,562
5,GATES AVENUE,11238,134.26,Multifamily Housing,36.68,238420,50426,6,42637,8954,29356,78
372,GATES AVENUE,11216,1367.22,Multifamily Housing,110,632500,172519,7,123827,26004,85255,227
588,GATES AVENUE,11221,1970.35,Multifamily Housing,93.89,539868,141255,7,107989,22678,74351,198
969,GATES AVENUE,11221,1077.78,Multifamily Housing,96.19,553093,145719,7,116520,24469,80224,214
1103,GATES AVENUE,11221,393.1,Multifamily Housing,69.92,419520,100638,7,82986,17427,57137,152
1255,GATES AVENUE,11221,377.39,Multifamily Housing,51.32,307920,62973,6,60910,12791,41937,112
1349,GATES AVENUE,11221,256.66,Multifamily Housing,45.04,270240,54318,6,53457,11226,36805,98
339,GATEWAY DRIVE,11239,9234.11,Retail,878.68,4832740,1737178,25+,1075138,60000,740238,1975
519,GATEWAY DRIVE,11239,10309.23,Retail,1003.89,5019450,1812329,25+,1216060,60000,837263,2234
579,GATEWAY DRIVE,11239,10053.75,Retail,952.39,5238145,1900353,25+,1153675,60000,794311,2119
213,GEORGIA AVENUE,11207,75.39,Warehouse (Unrefrigerated),716.34,3939870,1377798,25+,876502,60000,603476,1610
311,GEORGIA AVENUE,11207,580.43,Multifamily Housing,91.02,523365,135686,7,109143,22920,75146,201
340,GEORGIA AVENUE,11207,580.43,Multifamily Housing,47.02,282120,56706,6,55807,11719,38423,103
391,GEORGIA AVENUE,11207,1731.68,Multifamily Housing,61.74,370440,84074,6,71767,15071,49412,132
802,GEORGIA AVENUE,11207,103.02,Warehouse (Unrefrigerated),629.56,3462580,1185688,24,770319,60000,530369,1415
975,GEORGIA AVENUE,11207,279.52,Warehouse (Unrefrigerated),468.62,2577410,829408,18,561928,60000,386890,1032
701,GERALD COURT,11235,436.96,Multifamily Housing,56.36,338160,73179,6,66203,13903,45581,122
2265,GERRITSEN AVENUE,11229,632.08,Multifamily Housing,82.32,473340,118802,7,95689,20095,65882,176
1102,GLENWOOD ROAD,11230,362.54,Multifamily Housing,18.86,132020,29110,7,21461,4507,14776,39
2420,GLENWOOD ROAD,11210,277.78,Multifamily Housing,48.66,291960,58684,6,55967,11753,38534,103
2515,GLENWOOD ROAD,11210,76.27,Multifamily Housing,40.64,243840,49012,6,47737,10025,32867,88
2601,GLENWOOD ROAD,11210,170.87,Multifamily Housing,68.54,411240,97844,7,80510,16907,55431,148
3111,GLENWOOD ROAD,11210,384.31,Multifamily Housing,48.66,291960,58684,6,58349,12253,40173,107
265,GOLD STREET,11201,146.25,Warehouse (Unrefrigerated),32.55,211575,44748,7,36641,7695,25228,67
277,GOLD STREET,11201,619.58,Multifamily Housing,13.86,97020,21393,7,15941,3348,10976,29
43,GOODWIN PLACE,11221,269.22,Multifamily Housing,56.49,338940,73442,6,69811,14660,48066,128
2,GRACE COURT,11201,614.43,Multifamily Housing,91.62,526815,136850,7,108742,22836,74869,200
10,GRAHAM AVENUE,11206,108.72,Retail,152.42,876415,254840,8,173444,36423,119417,319
597,GRAND AVENUE,11238,1485.84,Multifamily Housing,74.23,445380,109366,7,87194,18311,60033,160
916,GRAND STREET,11211,71.31,Self-Storage,2.07,17595,4243,13,2128,447,1465,4
815,GRAVESEND NECK ROAD,11223,553.14,Multifamily Housing,82.67,475353,119482,7,94073,19755,64770,173
1200,GRAVESEND NECK ROAD,11229,388.68,Multifamily Housing,58.21,349260,76925,6,69088,14508,47567,127
1601,GRAVESEND NECK ROAD,11229,105.51,Other,203.18,1117490,336203,8,236177,49597,162609,434
110,GREEN STREET,11222,799,Multifamily Housing,76.9,461400,114773,7,90330,18969,62193,166
80,GREENE AVENUE,11238,471.19,Multifamily Housing,51.75,310500,63844,6,60788,12765,41853,112
550,GREENE AVENUE,11216,773.29,Multifamily Housing,79.48,476880,119997,7,93360,19606,64279,172
572,GREENE AVENUE,11216,445.79,Multifamily Housing,49.94,299640,60228,6,58050,12191,39968,107
37,GREENPOINT AVENUE,11222,344.98,Other,44.09,264540,53173,6,51250,10763,35286,94
61,GREENPOINT AVENUE,11222,399.64,Other,137.09,788268,225090,8,155999,32760,107406,287
236,GREENPOINT AVENUE,11222,661.65,Warehouse (Unrefrigerated),641.01,3525555,1211036,8,760799,159768,523814,1398
425,GREENPOINT AVENUE,11222,45.02,Warehouse (Unrefrigerated),109.05,627038,170675,8,120089,25219,82682,221
800,GREENWOOD AVENUE,11218,311.45,Multifamily Housing,59.85,359100,80246,6,71035,14917,48908,130
829,GREENWOOD AVENUE,11218,418.46,Multifamily Housing,67.86,407160,96467,6,82202,17262,56597,151
358,GROVE STREET,11237,313.84,Multifamily Housing,1.66,14110,3403,12,1930,405,1329,4
39,HALL STREET,11205,177.84,Office,439.99,2419945,775781,8,506063,106273,348427,930
185,HALL STREET,11205,1241.94,Multifamily Housing,87.06,500595,128001,7,103329,21699,71143,190
930,HALSEY STREET,11233,978.06,Multifamily Housing,20.15,130975,27701,7,23176,4867,15957,43
550,HAMILTON AVENUE,11232,1057.44,Retail,710.42,3907310,1364692,14,860566,120000,592504,1581
1,HANSON PLACE,11217,2084.51,Multifamily Housing,13.62,95340,21022,8,15165,3185,10441,28
67,HANSON PLACE,11217,283.08,Multifamily Housing,3.91,31280,7355,9,4497,944,3096,8
2430,HARING STREET,11235,1754.74,Multifamily Housing,87.4,502550,128661,7,102664,21559,70684,189
61,HARRISON AVENUE,11211,383.9,Multifamily Housing,56.75,340500,73969,6,65272,13707,44940,120
125,HAWTHORNE STREET,11225,341.36,Multifamily Housing,56.83,340980,74131,6,67450,14165,46440,124
135,HAWTHORNE STREET,11225,315.13,Multifamily Housing,49.34,296040,59504,6,57957,12171,39904,106
150,HAWTHORNE STREET,11225,375.41,Multifamily Housing,64.15,384900,88954,6,74568,15659,51341,137
170,HAWTHORNE STREET,11225,495.01,Multifamily Housing,64.93,389580,90533,7,75475,15850,51965,139
175,HAWTHORNE STREET,11225,605.57,Multifamily Housing,81.11,466383,116454,7,96268,20216,66281,177
181,HAWTHORNE STREET,11225,187.73,Multifamily Housing,47.6,285600,57406,6,55330,11619,38095,102
265,HAWTHORNE STREET,11225,299.25,Multifamily Housing,43.49,260940,52449,6,51085,10728,35172,94
271,HAWTHORNE STREET,11225,437.86,Multifamily Housing,69.58,417480,99950,6,84286,17700,58031,155
187,HEGEMAN AVENUE,11212,2457.79,Multifamily Housing,247.83,1363065,419084,8,285046,59860,196256,524
353,HENDRIX STREET,11207,227.92,Multifamily Housing,54.08,324480,68562,6,65510,13757,45104,120
75,HENRY STREET,11201,2435.18,Multifamily Housing,74.31,445860,109528,7,82741,17376,56968,152
160,HENRY STREET,11201,255.7,Multifamily Housing,16.19,113330,24989,7,18621,3910,12821,34
245,HENRY STREET,11201,242.29,Multifamily Housing,47.45,284700,57225,6,55737,11705,38375,102
380,HENRY STREET,11201,2044.54,Senior Care Facility,151.79,872793,253618,8,178299,37443,122759,328
254,HERKIMER STREET,11216,480.59,Multifamily Housing,148.8,855600,247815,8,172966,36323,119088,318
400,HERKIMER STREET,11213,742.38,Multifamily Housing,112.55,647163,177468,7,133583,28052,91972,245
1495,HERKIMER STREET,11233,274.58,K-12 School,327.14,1799270,566304,12,388275,60000,267329,713
530,HERZL STREET,11212,245.95,Multifamily Housing,49.77,298620,60023,6,56026,11765,38574,103
23,HEYWARD STREET,11249,88.73,Multifamily Housing,31.61,205465,43456,6,36744,7716,25298,68
145,HICKS STREET,11201,453.06,Multifamily Housing,87.75,504563,129340,7,102001,21420,70228,187
401,HICKS STREET,11201,427.46,Multifamily Housing,112.6,647450,177564,7,136398,28644,93911,251
414,HICKS STREET,11201,398.13,Multifamily Housing,39.67,257855,54536,7,44656,9378,30746,82
417,HICKS STREET,11201,1912.25,Multifamily Housing,60.62,363720,81806,6,71207,14953,49026,131
439,HICKS STREET,11201,1551.91,Multifamily Housing,39.9,259350,54853,6,48333,10150,33277,89
653,HICKS STREET,11231,215.23,Multifamily Housing,34.19,222235,47003,6,39743,8346,27363,73
200,HIGHLAND BOULEVARD,11207,449.04,Multifamily Housing,49.61,297660,59830,6,57667,12110,39704,106
220,HIGHLAND BOULEVARD,11207,612.4,Multifamily Housing,53.04,318240,66456,6,61654,12947,42449,113
224,HIGHLAND BOULEVARD,11207,760.09,Multifamily Housing,85.96,494270,125866,7,96765,20321,66623,178
2,HINCKLEY PLACE,11218,92.43,Multifamily Housing,41.51,249060,50061,6,49267,10346,33921,91
2134,HOMECREST AVENUE,11229,317.94,Multifamily Housing,58.85,353100,78221,6,68407,14366,47099,126
2277,HOMECREST AVENUE,11229,481.19,Multifamily Housing,84.39,485243,122820,7,99128,20817,68250,182
2616,HOMECREST AVENUE,11235,719.51,Multifamily Housing,103.59,595643,160080,7,122948,25819,84651,226
2665,HOMECREST AVENUE,11235,684.42,Multifamily Housing,126.07,724903,203705,7,149629,31422,103021,275
2685,HOMECREST AVENUE,11235,318.75,Multifamily Housing,51.86,311160,64067,6,59013,12393,40631,108
2750,HOMECREST AVENUE,11235,792.23,Multifamily Housing,148.63,854623,247485,7,176405,37045,121456,324
2775,HOMECREST AVENUE,11235,876.94,Multifamily Housing,145.44,836280,241295,7,172619,36250,118849,317
663,HOWARD AVENUE,11212,583.23,Multifamily Housing,76.29,457740,113537,7,91480,19211,62985,168
1,HOYT STREET,11201,949.11,Residence Hall/Dormitory,22.73,147745,31248,7,24475,5140,16851,45
65,HOYT STREET,11201,1176.8,Multifamily Housing,66.82,400920,94361,7,76037,15968,52352,140
84,HUMBOLDT STREET,11206,495.03,Multifamily Housing,57.61,345660,75710,6,69786,14655,48048,128
100,IMLAY STREET,11231,4016.71,Warehouse (Unrefrigerated),155.6,894700,261011,8,178966,37583,123219,329
91,INGRAHAM STREET,11237,35.56,Office,85.94,494155,125827,6,106206,22303,73124,195
119,INGRAHAM STREET,11237,140.57,Office,95.84,551080,145040,7,117268,24626,80740,215
513,IRVING AVENUE,11237,114.44,Warehouse (Unrefrigerated),385.69,2121295,674987,15,467205,60000,321673,858
20,JAY STREET,11201,1135.52,Office,232.19,1277045,390053,8,267058,56082,183871,491
50,JAY STREET,11201,564.3,Residence Hall/Dormitory,29.88,194220,41078,7,33636,7064,23158,62
68,JAY STREET,11201,867.93,Other,132.09,759518,215387,8,143845,30207,99038,264
100,JAY STREET,11201,1987.54,Multifamily Housing,38.23,248495,52557,7,42568,8939,29308,78
199,JAY STREET,11201,23.86,,14.56,101920,22473,8,16034,3367,11039,29
327,JAY STREET,11201,2654.75,College/University (Campus-Level),82.41,473858,118977,8,84702,17787,58318,156
28,JEFFERSON AVENUE,11238,328.25,Multifamily Housing,34.88,226720,47951,6,41398,8694,28503,76
971,JEROME STREET,11207,3001.87,Multifamily Housing,415.83,2287065,730934,8,488451,102575,336301,897
160,JOHN STREET,11201,71.49,Warehouse (Unrefrigerated),43.23,259380,52135,6,48135,10108,33141,88
142,JORALEMON STREET,11201,378.82,Multifamily Housing,9.39,70425,16078,8,10455,2196,7199,19
165,JORALEMON STREET,11201,109.91,Multifamily Housing,40.13,240780,48397,6,45665,9590,31441,84
186,JORALEMON STREET,11201,433.65,Office,12.57,87990,19402,8,13535,2842,9319,25
191,JORALEMON STREET,11201,518.95,Office,11.11,77770,17148,8,12235,2569,8424,22
1,JUNIUS STREET,11212,1853,Multifamily Housing,84.56,486220,123149,7,98293,20642,67675,181
73,JUNIUS STREET,11212,1094.32,Residence Hall/Dormitory,72.59,435540,106045,7,82603,17347,56872,152
50,KENILWORTH PLACE,11210,596.68,Multifamily Housing,42.02,252120,50676,6,49358,10365,33983,91
120,KENILWORTH PLACE,11210,513.6,Multifamily Housing,49.6,297600,59818,6,57655,12108,39696,106
67,KENT AVENUE,11249,163.78,Warehouse (Unrefrigerated),235.94,1297670,397014,8,274258,57594,188828,504
151,KENT AVENUE,11249,180.72,Multifamily Housing,120.3,691725,192507,7,144253,30293,99319,265
184,KENT AVENUE,11249,2042.44,Multifamily Housing,329.04,1809720,569831,13,382478,60000,263338,703
440,KENT AVENUE,11249,689.63,Multifamily Housing,18,126000,27783,7,20703,4348,14254,38
446,KENT AVENUE,11249,429.41,Multifamily Housing,41.33,247980,49844,6,48042,10089,33077,88
478,KENT AVENUE,11249,125.31,Warehouse (Unrefrigerated),334.2,1838100,579409,13,388476,60000,267467,714
525,KENT AVENUE,11249,47.26,Multifamily Housing,32.09,208585,44116,7,36124,7586,24871,66
918,KENT AVENUE,11205,379.29,Multifamily Housing,110.47,635203,173431,7,132466,27818,91203,243
2000,KINGS HIGHWAY,11229,263.64,Multifamily Housing,27.99,181935,38479,7,32193,6761,22165,59
2020,KINGS HIGHWAY,11229,251.09,Multifamily Housing,34.7,225550,47704,6,40335,8470,27771,74
2301,KINGS HIGHWAY,11229,495.26,Multifamily Housing,99.89,574368,152899,7,118557,24897,81627,218
2320,KINGS HIGHWAY,11229,276.07,Multifamily Housing,58.04,348240,76581,6,66046,13870,45473,121
2410,KINGS HIGHWAY,11229,253.93,Multifamily Housing,38.92,252980,53505,6,45241,9501,31148,83
2520,KINGS HIGHWAY,11229,65.78,Multifamily Housing,40.73,244380,49120,6,47843,10047,32940,88
2525,KINGS HIGHWAY,11229,1715.92,Hospital (General Medical and Surgical),27.59,179335,37929,6,32071,6735,22081,59
2626,KINGS HIGHWAY,11229,302.49,Multifamily Housing,41.44,248640,49977,6,47663,10009,32816,88
2702,KINGS HIGHWAY,11229,534.42,Multifamily Housing,82.75,475813,119637,7,97201,20412,66924,179
2705,KINGS HIGHWAY,11229,414.91,Multifamily Housing,48.14,288840,58057,6,55369,11628,38122,102
2807,KINGS HIGHWAY,11229,297.98,Multifamily Housing,32.38,210470,44514,7,36846,7738,25369,68
3319,KINGS HIGHWAY,11234,225.62,Multifamily Housing,53.87,323220,68137,6,63278,13288,43567,116
3405,KINGS HIGHWAY,11234,56.88,Multifamily Housing,27.64,179660,37998,7,31452,6605,21655,58
3502,KINGS HIGHWAY,11234,407.31,Multifamily Housing,44.35,266100,53486,6,52638,11054,36241,97
3601,KINGS HIGHWAY,11234,278.07,Multifamily Housing,40.21,241260,48493,6,47232,9919,32520,87
3626,KINGS HIGHWAY,11234,381.94,Multifamily Housing,68.32,409920,97398,7,79415,16677,54678,146
3715,KINGS HIGHWAY,11234,394.46,Multifamily Housing,53.91,323460,68218,6,63984,13437,44054,118
3857,KINGS HIGHWAY,11234,592.58,Multifamily Housing,47.45,284700,57225,6,55737,11705,38375,102
3900,KINGS HIGHWAY,11234,476.31,Multifamily Housing,62,372000,84600,6,72828,15294,50142,134
4011,KINGS HIGHWAY,11234,426.89,Multifamily Housing,88.92,511290,131610,7,105537,22163,72663,194
5407,KINGS HIGHWAY,11203,1035.62,Multifamily Housing,214.76,1181180,357698,8,241755,50768,166449,444
9201,KINGS HIGHWAY,11212,387.07,Multifamily Housing,41.59,249540,50158,6,48344,10152,33285,89
9302,KINGS HIGHWAY,11212,285.02,Multifamily Housing,44,264000,53064,6,52223,10967,35955,96
230,KINGSTON AVENUE,11213,712.32,Multifamily Housing,73.54,441240,107969,7,87283,18329,60095,160
243,KINGSTON AVENUE,11213,375.05,Multifamily Housing,38.84,252460,53395,7,44673,9381,30757,82
451,KINGSTON AVENUE,11225,526.87,Multifamily Housing,118.66,682295,189325,7,140835,29575,96965,259
2251,KNAPP STREET,11229,929.31,Multifamily Housing,132.87,764003,216901,7,156074,32776,107458,287
2461,KNAPP STREET,11235,141.55,Warehouse (Unrefrigerated),123.14,708055,198019,7,146152,30692,100626,268
2840,KNAPP STREET,11235,755.26,Senior Care Facility,51.03,306180,62386,6,59317,12457,40840,109
210,KOSCIUSZKO STREET,11216,718.53,Multifamily Housing,89.99,517443,133687,7,107908,22661,74295,198
93,LAFAYETTE AVENUE,11217,263.51,Multifamily Housing,9.83,73725,16831,8,10825,2273,7453,20
101,LAFAYETTE AVENUE,11217,714.24,Multifamily Housing,26.4,171600,36293,7,30364,6377,20906,56
309,LAFAYETTE AVENUE,11238,1806.54,Multifamily Housing,54.94,329640,70304,6,63862,13411,43970,117
333,LAFAYETTE AVENUE,11238,2470.94,Multifamily Housing,78.45,470700,117911,7,94070,19755,64768,173
134,LAWRENCE AVENUE,11230,308.55,Multifamily Housing,61.48,368880,83547,6,73721,15481,50758,135
107,LAWRENCE STREET,11201,2470.66,Multifamily Housing,8.96,67200,15342,8,9977,2095,6869,18
100,LEFFERTS AVENUE,11225,223.3,Multifamily Housing,60.74,364440,82049,6,72091,15139,49635,132
350,LEFFERTS AVENUE,11225,402.97,Multifamily Housing,46.59,279540,56188,6,54726,11493,37679,101
355,LEFFERTS AVENUE,11225,367.55,Multifamily Housing,38.58,250770,53038,6,45318,9517,31201,83
415,LEFFERTS AVENUE,11225,372.62,Multifamily Housing,63.89,383340,88427,6,75048,15760,51671,138
501,LEFFERTS AVENUE,11225,213.63,Multifamily Housing,38.84,252460,53395,6,45148,9481,31084,83
532,LEFFERTS AVENUE,11225,306.14,Multifamily Housing,49.94,299640,60228,6,59884,12576,41230,110
556,LEFFERTS AVENUE,11203,262.19,Multifamily Housing,39.01,253565,53629,6,45823,9623,31549,84
570,LEFFERTS AVENUE,11203,284.6,Multifamily Housing,31.26,203190,42975,6,36719,7711,25281,67
621,LEFFERTS AVENUE,11203,848.62,Multifamily Housing,71.47,428820,103777,7,84826,17813,58403,156
750,LEFFERTS AVENUE,11203,246.03,Multifamily Housing,51.58,309480,63500,6,59957,12591,41281,110
128,LEFFERTS PLACE,11238,671.4,Multifamily Housing,68.72,412320,98208,7,80721,16951,55577,148
32,LENOX ROAD,11226,269.95,Multifamily Housing,55.03,330180,70486,6,65987,13857,45432,121
55,LENOX ROAD,11226,284.92,Multifamily Housing,55.71,334260,71863,6,66121,13885,45525,121
65,LENOX ROAD,11226,202.87,Multifamily Housing,52.61,315660,65585,6,62442,13113,42991,115
70,LENOX ROAD,11226,113.36,Multifamily Housing,61.14,366840,82859,6,71069,14925,48932,131
75,LENOX ROAD,11226,388.25,Multifamily Housing,47.79,286740,57635,6,56721,11911,39053,104
80,LENOX ROAD,11226,158.33,Multifamily Housing,46.65,279900,56260,6,54226,11387,37335,100
102,LENOX ROAD,11226,318.11,Multifamily Housing,47.71,286260,57538,6,56626,11891,38987,104
115,LENOX ROAD,11226,78.55,Multifamily Housing,49.51,297060,59709,6,58156,12213,40041,107
116,LENOX ROAD,11226,381.26,Multifamily Housing,61.14,366840,82859,6,72566,15239,49962,133
125,LENOX ROAD,11226,206.8,Multifamily Housing,52.53,315180,65423,6,63632,13363,43811,117
130,LENOX ROAD,11226,197.12,Multifamily Housing,40.82,244920,49229,6,48948,10279,33701,90
141,LENOX ROAD,11226,353.44,Multifamily Housing,59.42,356520,79376,6,70524,14810,48556,130
180,LENOX ROAD,11226,292.58,Multifamily Housing,79.39,476340,119815,7,95197,19991,65544,175
181,LENOX ROAD,11226,205.29,Other,43.49,260940,52449,6,51085,10728,35172,94
222,LENOX ROAD,11226,754.18,Multifamily Housing,119.18,685285,190334,7,141452,29705,97390,260
223,LENOX ROAD,11226,330.4,Multifamily Housing,55.11,330660,70648,6,66757,14019,45963,123
245,LENOX ROAD,11226,195.71,Multifamily Housing,62.17,373020,84944,6,75309,15815,51851,138
260,LENOX ROAD,11226,340.54,Multifamily Housing,37.72,245180,51856,6,44307,9305,30506,81
261,LENOX ROAD,11226,629.81,Multifamily Housing,93,534750,139528,7,110379,23180,75997,203
270,LENOX ROAD,11226,365.02,Multifamily Housing,57.95,347700,76399,6,70198,14741,48331,129
297,LENOX ROAD,11226,384.73,Multifamily Housing,59.76,358560,80064,6,70928,14895,48834,130
300,LENOX ROAD,11226,383.73,Multifamily Housing,48.83,292980,58889,6,57358,12045,39491,105
310,LENOX ROAD,11226,614.58,Multifamily Housing,115.48,664010,183153,7,137060,28783,94367,252
330,LENOX ROAD,11226,465.68,Multifamily Housing,99.54,572355,152220,7,118142,24810,81341,217
350,LENOX ROAD,11226,445.56,Multifamily Housing,69.66,417960,100112,7,81825,17183,56337,150
1087,LENOX ROAD,11212,522.67,Multifamily Housing,65.53,393180,91748,7,76172,15996,52445,140
29,LEONARD STREET,11206,3258.06,Multifamily Housing,150.87,867503,251832,8,179064,37603,123286,329
415,LEONARD STREET,11222,314.17,Multifamily Housing,23.09,150085,31743,7,26557,5577,18285,49
95,LEWIS AVENUE,11206,777.28,Multifamily Housing,35.99,233935,49477,6,43596,9155,30016,80
735,LINCOLN AVENUE,11208,8098.56,Multifamily Housing,609.15,3350325,1140506,8,708079,148697,487516,1301
209,LINCOLN PLACE,11217,280.91,Multifamily Housing,16.69,116830,25761,7,19196,4031,13217,35
